"","Year","Area","Street","Street.2"
"4518",2012,"Solihull","Osì Solihullì Hospital","OS Solihull Hospital"
"4519",2012,"Solihull","Outsideì Theì Watersideì Bar","Outside the Waterside Bar"
"4520",2012,"Solihull","Pineì Squareì Chelsmleyì Wood","pine square chelsmley wood"
"4521",2012,"Solihull"," Plumeì Ofì Feathersì Publicì House Ì Str."," Plume of Feathers public house  Stratford Road  Shirley"
"4522",2012,"Solihull"," Poplarì Ave."," Poplar Avenue  Solihull "
"4523",2012,"Solihull","Poplarì Rd","Poplar Rd"
"4524",2012,"Solihull","Poplarì Rdì Solihull","poplar rd solihull"
"4525",2012,"Solihull","Poplarì Rdì Solihullì Townì Cebtre","Poplar Rd Solihull Town Cebtre"
"4526",2012,"Solihull","Poplarì Rdì Solihullì Townì Centre","Poplar Rd Solihull Town Centre"
"4527",2012,"Solihull","Poplarì Rdì Townì Centreì Solihull","Poplar Rd Town Centre Solihull"
"4528",2012,"Solihull"," Poplarì Rd Ì Solihull"," poplar rd  solihull"
"4529",2012,"Solihull","Poplarì Rd.","Poplar Road"
"4530",2012,"Solihull","Poplarì Rd.","Poplar Road"
"4531",2012,"Solihull","Poplarì Rd.","Poplar Road"
"4532",2012,"Solihull","Poplarì Rd.","Poplar Road"
"4533",2012,"Solihull","Poplarì Rd.","Poplar Road"
"4534",2012,"Solihull","Poplarì Rd.","Poplar Road"
"4535",2012,"Solihull","Poplarì Rd.","Poplar Road Solihull"
"4536",2012,"Solihull","Poplarì Rd.","poplar road solihull"
"4537",2012,"Solihull","Poplarì Rd.","poplar road solihull"
"4538",2012,"Solihull"," Poplarì Rd."," Poplar Road  Solihull"
"4539",2012,"Solihull"," Poplarì Rd."," Poplar Road  Solihull"
"4540",2012,"Solihull"," Poplarì Rd."," Poplar Road  Solihull"
"4541",2012,"Solihull"," Poplarì Rd."," Poplar Road  Solihull"
"4542",2012,"Solihull","Poplarì Way ","poplar way "
"4543",2012,"Solihull","Ppoplarì Rd.","Ppoplar road"
"4544",2012,"Solihull"," Premierì Inn Ì Str."," premier inn  stratford road"
"4545",2012,"Solihull"," Radlowì Crescent Ì Marstonì Green"," Radlow Crescent  Marston Green"
"4546",2012,"Solihull","Ramadaì Hotel","ramada hotel"
"4547",2012,"Solihull","Rd.","rover drive"
"4548",2012,"Solihull","Rd.","rover drive"
"4549",2012,"Solihull","Saddlersì Arms","Saddlers Arms"
"4550",2012,"Solihull","Shirralì Grove","Shirral Grove"
"4551",2012,"Solihull","Solihullì Highì Str.","solihull high street"
"4552",2012,"Solihull","Solihullì Highì Str.","Solihull High Street"
"4553",2012,"Solihull","Solihullì Townì Centre","Solihull Town centre"
"4554",2012,"Solihull","Solihullì Townì Centre","solihull town centre"
"4555",2012,"Solihull","Solihullì Townì Centre","Solihull Town Centre"
"4556",2012,"Solihull","Solihullì Townì Centre","Solihull Town Centre"
"4557",2012,"Solihull","Str.","Station Rd Solihull"
"4558",2012,"Solihull","Str.","Station Road"
"4559",2012,"Solihull","Str.","Station Road"
"4560",2012,"Solihull","Str.","Station road Solihull"
"4561",2012,"Solihull"," Str."," Station Road  Solihull "
"4562",2012,"Solihull","Str.","Stratford Road"
"4563",2012,"Solihull","Str.","Stratford Road Shirley"
"4564",2012,"Solihull","Theì Bearì Atì Berkswell","The bear at Berkswell"
"4565",2012,"Solihull","Theì Cresentì Solihull","The Cresent Solihull"
"4566",2012,"Solihull","Theì Radleys","The Radleys"
"4567",2012,"Solihull"," Threeì Horseshoes Ì Sheldon"," Three Horseshoes  Sheldon"
"4568",2012,"Solihull","Touchwoodì Centre","Touchwood Centre"
"4569",2012,"Solihull","Warwickì Rd.","Warwick Road"
"4570",2012,"Solihull","Warwickì Rd.","Warwick Road Olton"
"4571",2012,"Solihull","Warwickì Rd.","warwick road solihull"
"4572",2012,"Solihull","Widneyì Ln.","Widney Lane  Blossomfield tennis club"
"4573",2012,"Sandwell","Abrahamì Darbyì Publicì House","Abraham Darby Public House"
"4574",2012,"Sandwell"," Allì Saintsì Way Ì Westì Bromwich"," All Saints Way  West bromwich"
"4575",2012,"Sandwell","Arcadianì Åäìýå Ì Birmingham","arcadian åäÌÝå  birmingham"
"4576",2012,"Sandwell","Arcadianì Åäìýå Ì Birmingham","arcadian åäÌÝå  birmingham"
"4577",2012,"Sandwell","Asdaì Greatì Bridge","asda great bridge"
"4578",2012,"Sandwell","Bearwoodì Highì Str.","bearwood High Street"
"4579",2012,"Sandwell","Bearwoodì Highì Str.","Bearwood high street"
"4580",2012,"Sandwell","Bearwoodì Highì Str.","Bearwood High Street"
"4581",2012,"Sandwell","Bearwoodì Rd","Bearwood rd"
"4582",2012,"Sandwell","Bearwoodì Rd.","Bearwood road"
"4583",2012,"Sandwell","Bearwoodì Rd.","Bearwood Road"
"4584",2012,"Sandwell"," Betì Fred Ì Duchessì Park Ì Westì Bromwich"," Bet Fred  Duchess Park  West Bromwich"
"4585",2012,"Sandwell"," Betfred Ì Westì Bromwich"," BetFred  West Bromwich"
"4586",2012,"Sandwell","Bhamì Str.","Bham street stourbridge"
"4587",2012,"Sandwell"," Birchì Rd."," Birch Road  Oldbury"
"4588",2012,"Sandwell","Blackheathì Housingì Office","Blackheath housing office"
"4589",2012,"Sandwell"," Bourneì Ave."," Bourne Avenue  Tipton"
"4590",2012,"Sandwell","Bridgeì Str.","bridge st"
"4591",2012,"Sandwell","Bridgnorthì Rd","Bridgnorth Rd"
"4592",2012,"Sandwell","Brookì Str.","Brook ST"
"4593",2012,"Sandwell","Burntree",""
"4594",2012,"Sandwell","Capeì Hill","cape hill"
"4595",2012,"Sandwell"," Cartersì Green Ì Westì Bromwich"," Carters Green  West Bromwich"
"4596",2012,"Sandwell"," Cartersì Green Ì Westì Bromwich"," Carters Green  West Bromwich"
"4597",2012,"Sandwell"," Cartersì Green Ì Westì Bromwich"," Carters Green  West Bromwich"
"4598",2012,"Sandwell","Causewayì Rd.","Causeway Rowley"
"4599",2012,"Sandwell"," Chapelì Str."," Chapel Street  Oldbury"
"4600",2012,"Sandwell"," Chipì Shop Ì Greatì Bridgeì Tipton"," Chip shop  great bridge tipton"
"4601",2012,"Sandwell","Churchì Str.","Church Street Old Hill"
"4602",2012,"Sandwell","Churchì Str.","Church street Oldbury"
"4603",2012,"Sandwell"," Churchì Str."," Church street  oldbury"
"4604",2012,"Sandwell","Clairmintì Rd.","clairmint road smethwick"
"4605",2012,"Sandwell","Claremontì Rd.","Claremont Road Smethwick"
"4606",2012,"Sandwell","Cliffordì Rd.","clifford road"
"4607",2012,"Sandwell"," Collinsì Str."," Collins Street  West Bromwich"
"4608",2012,"Sandwell"," Collinsì Str."," Collins Street  West Bromwich"
"4609",2012,"Sandwell","Cumberlandì Rd.","Cumberland Road Wednesbury"
"4610",2012,"Sandwell","Delvilleì Terrace","Delville Terrace"
"4611",2012,"Sandwell","Desiì Marslaì Westì Bromwich","Desi Marsla West Bromwich"
"4612",2012,"Sandwell","Dilshadì Restaurantì Oldburyì Rd.","Dilshad Restaurant Oldbury Road Blackheath"
"4613",2012,"Sandwell","Dudleyì Rd.","Dudley Road"
"4614",2012,"Sandwell","Dudleyì Rd.","dudley road east"
"4615",2012,"Sandwell","Dudleyì Rd.","Dudley Road East Tividale"
"4616",2012,"Sandwell"," Edwardì Str."," Edward Street  West Bromwich"
"4617",2012,"Sandwell"," Elmì Treeì Way Ì Cradleyì Heath"," Elm Tree Way  Cradley Heath"
"4618",2012,"Sandwell","Forgeì Ln.","Forge Lane"
"4619",2012,"Sandwell","Frontì Officeì Smethwick","Front Office Smethwick"
"4620",2012,"Sandwell","Grangeì Rd.","grange Road Cradley"
"4621",2012,"Sandwell"," Gregoryì Ave."," gregory avenue  Weoley Castle"
"4622",2012,"Sandwell","H A",""
"4623",2012,"Sandwell","Habberlyì Rd.","Habberly Road"
"4624",2012,"Sandwell","Hagleyì Rd.","Hagley Road West"
"4625",2012,"Sandwell","Haigì Str.","Haig Street"
"4626",2012,"Sandwell"," Halesowenì Rd."," halesowen Road  Cradley"
"4627",2012,"Sandwell","Hannoverì Rd.","HANNOVER ROAD"
"4628",2012,"Sandwell"," Hanoverì Rd."," Hanover Road  Rowley regis"
"4629",2012,"Sandwell","Harborneì Str.","Harborne Stores Harborne"
"4630",2012,"Sandwell","Harborneì Str.","Harborne Stores Harborne"
"4631",2012,"Sandwell","Hargateì Armsì Publicì House","Hargate Arms Public House"
"4632",2012,"Sandwell"," Hasburyì Ph Ì Halesowen"," Hasbury PH  Halesowen"
"4633",2012,"Sandwell"," Hasburyì Ph Ì Halesowen"," Hasbury PH  Halesowen"
"4634",2012,"Sandwell"," Hasburyì Ph Ì Halesowen"," Hasbury PH  Halesowen"
"4635",2012,"Sandwell","Hendersonì Way","HENDERSON WAY"
"4636",2012,"Sandwell","Hermitì Str.","HERMIT STREET"
"4637",2012,"Sandwell","Highì Str.","high st smethwick"
"4638",2012,"Sandwell","Highì Str.","high st WB"
"4639",2012,"Sandwell","Highì Str.","HIGH ST WEST BROM"
"4640",2012,"Sandwell","Highì Str.","high st west bromwich"
"4641",2012,"Sandwell","Highì Str.","High Street Smethwick"
"4642",2012,"Sandwell","Highì Str.","high street wednesbury"
"4643",2012,"Sandwell","Highì Str.","High Street West Bromwich"
"4644",2012,"Sandwell","Highì Str.","High Street Wollaston "
"4645",2012,"Sandwell"," Highì Str."," High Street  Smethwick"
"4646",2012,"Sandwell"," Highì Str."," High Street  Smethwick"
"4647",2012,"Sandwell"," Highì Str."," High Street  Wednesbury"
"4648",2012,"Sandwell"," Highì Str."," High Street  West Bromwich"
"4649",2012,"Sandwell"," Highì Str."," High Street  West Bromwich"
"4650",2012,"Sandwell"," Highì Str."," High Street  West Bromwich"
"4651",2012,"Sandwell"," Highì Str."," High Street  West Bromwich"
"4652",2012,"Sandwell"," Highì Str."," High Street  West Bromwich "
"4653",2012,"Sandwell","Highì Str.","High Streetm West Brom"
"4654",2012,"Sandwell"," Hillì Top Ì Westì Bromwich"," Hill Top  West Bromwich"
"4655",2012,"Sandwell","Holidayì Innì Oldbury","Holiday Inn Oldbury"
"4656",2012,"Sandwell","Holidayì Innì Oldbury","Holiday Inn Oldbury"
"4657",2012,"Sandwell","Hollyì Ln.","Holly lane"
"4658",2012,"Sandwell","Horseleyì Heath","Horseley Heath"
"4659",2012,"Sandwell","Horsleyì Heathì Rd.","horsley heath road"
"4660",2012,"Sandwell","Johnsonì Rd.","Johnson Road"
"4661",2012,"Sandwell","Kingì Str.","King street Dudley"
"4662",2012,"Sandwell","Knightsì Questì Blackheath","Knights Quest Blackheath"
"4663",2012,"Sandwell","Ln.","lakeside PH car park"
"4664",2012,"Sandwell","Littletonì Str.","Littleton Street West Bromwich"
"4665",2012,"Sandwell","Londonderryì Ln.","londonderry lane"
"4666",2012,"Sandwell","Londonderryì Rd","londonderry rd"
"4667",2012,"Sandwell","Longì Ln.","Long Lane"
"4668",2012,"Sandwell"," Mallenì Str."," Mallen St   Oldbury"
"4669",2012,"Sandwell"," Marketì Place Ì Dudley"," Market Place  Dudley"
"4670",2012,"Sandwell","Mcdonaldsì Greatì Bridge","Mcdonalds Great Bridge"
"4671",2012,"Sandwell","Millì Hillì Smethwick","Mill Hill Smethwick"
"4672",2012,"Sandwell","Millfieldsì Rd.","MILLFIELDS ROAD"
"4673",2012,"Sandwell","Moorì Str.","Moor Street"
"4674",2012,"Sandwell","Mooreì Str.","Moore Street"
"4675",2012,"Sandwell"," Newtonì Rd Ì Greatì Barr"," Newton Rd  Great Barr"
"4676",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4677",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4678",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4679",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4680",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4681",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4682",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4683",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4684",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4685",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4686",2012,"Sandwell"," Nimthì Rd."," Nimth Road  Dudley"
"4687",2012,"Sandwell"," O Sì Hotelì Denara Ì Ì Bearwood"," O S Hotel Denara   Bearwood"
"4688",2012,"Sandwell","Oldì Chapelì Rd","Old chapel rd"
"4689",2012,"Sandwell","Oldburyì Rd.","Oldbury Road"
"4690",2012,"Sandwell","Oldburyì Rd.","Oldbury Road Oldbury"
"4691",2012,"Sandwell","Peaksì Rd.","Peaks Road"
"4692",2012,"Sandwell"," Poundì Rd."," Pound Road  Oldbury"
"4693",2012,"Sandwell"," Poundì Rd."," Pound Road  Oldbury"
"4694",2012,"Sandwell"," Powkeì Ln."," powke Lane  Oldbury"
"4695",2012,"Sandwell","Powysì Ave.","Powys ave"
"4696",2012,"Sandwell","Pritchardì Close","Pritchard Close"
"4697",2012,"Sandwell"," Queensì Rd."," Queens Road  Smethwick"
"4698",2012,"Sandwell"," Raglandì Rd."," Ragland Road  Smethwick"
"4699",2012,"Sandwell","Reformì Way","Reform Way"
"4700",2012,"Sandwell","Regentì Courtì Smethwick","Regent Court Smethwick"
"4701",2012,"Sandwell"," Regentì Rd."," Regent Road  Tividale"
"4702",2012,"Sandwell","Rd.","rolf street station"
"4703",2012,"Sandwell"," Rd."," Royal Chicken  Horsley Heath"
"4704",2012,"Sandwell","Samsonì Andì Lionì Pub","Samson and Lion Pub"
"4705",2012,"Sandwell","Sandwellì Hospital","sandwell hospital"
"4706",2012,"Sandwell","Schoolì Str.","School St"
"4707",2012,"Sandwell","Schoolì Str.","school street"
"4708",2012,"Sandwell","Sedgleyì Rd.","sedgley road west"
"4709",2012,"Sandwell","Sedgleyì Rd.","sedgley road west"
"4710",2012,"Sandwell","Shaftsburyì Str.","shaftsbury street"
"4711",2012,"Sandwell","Slaterì Str.","Slater Street Great Bridge"
"4712",2012,"Sandwell","Southì Bankì Rd.","south bank road"
"4713",2012,"Sandwell"," Sponì Ln."," Spon Lane  West Bromwich"
"4714",2012,"Sandwell","Str.","St Micheals Street West Brom"
"4715",2012,"Sandwell","Str.","stone street"
"4716",2012,"Sandwell","Str.","Stourbridge High Street"
"4717",2012,"Sandwell","Str.","Stourbridge Road"
"4718",2012,"Sandwell","Str.","STUART ROAD åäÌÝå  ROWLEY REGIS"
"4719",2012,"Sandwell","Tameì Rd","Tame Rd"
"4720",2012,"Sandwell"," Tescoì Express Ì Sellyì Oak"," Tesco Express  Selly Oak"
"4721",2012,"Sandwell","Tescosì Burntree","tescos burntree"
"4722",2012,"Sandwell","Theì Legends","the legends"
"4723",2012,"Sandwell","Upperì Highì Str.","upper high street"
"4724",2012,"Sandwell","Vicarageì Rd.","vicarage road smethwick"
"4725",2012,"Sandwell"," Victoriaì Park Ì Tipton"," Victoria Park  Tipton"
"4726",2012,"Sandwell","Victoriaì Suiteì Wimdmillì Ln.","Victoria Suite Wimdmill Lane"
"4727",2012,"Sandwell","Walsallì Rd.","Walsall Road"
"4728",2012,"Sandwell","Walterì Str.","Walter St West bromwich"
"4729",2012,"Sandwell","Walterì Str.","Walter Street West Bromwich"
"4730",2012,"Sandwell","Waterlooì Rd.","Waterloo Road"
"4731",2012,"Sandwell","Westì Bromì Highì Str.","west brom high street"
"4732",2012,"Sandwell","Westì Bromì Highì Str.","West Brom High Street"
"4733",2012,"Sandwell","Westì Bromì Highì Str.","West Brom High Street"
"4734",2012,"Sandwell","Westì Bromwichì Policeì Str.","West Bromwich Police station"
"4735",2012,"Sandwell","Westì Bromwichì Policeì Str.","west bromwich police statiopn"
"4736",2012,"Sandwell","Westì Parkì Wolverhampton","WEST PARK WOLVERHAMPTON"
"4737",2012,"Sandwell","Windmillì Ln.","windmill lane"
"4738",2012,"Sandwell","Windmillì Ln.","Windmill Lane"
"4739",2012,"Sandwell","Windmillì Ln.","Windmill Lane"
"4740",2012,"Walsall","Abelwellì Str.","Abelwell St Walsall"
"4741",2012,"Walsall","Abelwellì Str.","Abelwell Street Walsall"
"4742",2012,"Walsall","Ablewellì Str.","Ablewell Street"
"4743",2012,"Walsall"," Ablewellì Str."," ABLEWELL STREET  WALSALL"
"4744",2012,"Walsall"," Ablewellì Str."," ABLEWELL STREET  WALSALL"
"4745",2012,"Walsall"," Ablewellì Str."," ablewell street  walsall"
"4746",2012,"Walsall","Abuì Bakaì Carì Parkì Wednesburyì Rd.","abu baka car park wednesbury road"
"4747",2012,"Walsall","Barì Sportì Bridgeì Str.","bar sport bridge st"
"4748",2012,"Walsall","Baronsì Courtì Hotel","BARONS COURT HOTEL"
"4749",2012,"Walsall"," Beatonì Close Willenhall"," Beaton close willenhall"
"4750",2012,"Walsall","Bentleyì Ln.","bentley lane"
"4751",2012,"Walsall","Bentleyì Ln.","Bentley lane"
"4752",2012,"Walsall","Bentleyì Ln.","Bentley Lane"
"4753",2012,"Walsall","Bilstonì Str.","Bilston Street"
"4754",2012,"Walsall","Bilstonì Str.","Bilston Street"
"4755",2012,"Walsall","Bilstonì Str.","Bilston Street"
"4756",2012,"Walsall","Birminghamì Rdì Walsall","birmingham rd walsall"
"4757",2012,"Walsall","Blowwichì Rd.","Blowwich road"
"4758",2012,"Walsall","Bloxwichì Ln.","Bloxwich Lane North"
"4759",2012,"Walsall","Bloxwichì Rd.","bloxwich road"
"4760",2012,"Walsall","Bloxwichì Rd.","bloxwich road"
"4761",2012,"Walsall","Bloxwichì Rd.","Bloxwich Road"
"4762",2012,"Walsall"," Blueì Ln."," Blue Lane  Walsall"
"4763",2012,"Walsall","Bradfordì Ì Place","Bradford  Place"
"4764",2012,"Walsall","Bradfordì Place","Bradford Place"
"4765",2012,"Walsall","Bradfordì Place","Bradford Place"
"4766",2012,"Walsall","Bradfordì Place","Bradford place"
"4767",2012,"Walsall","Bradfordì Placeì Walsall","Bradford Place Walsall"
"4768",2012,"Walsall","Bradfordì Placeì Walsall","bradford place walsall"
"4769",2012,"Walsall","Bradfordì Placeì Walsall","Bradford Place Walsall"
"4770",2012,"Walsall"," Bradfordì Place Ì Walsall"," Bradford Place  Walsall"
"4771",2012,"Walsall"," Bradfordì Place Ì Walsall"," Bradford Place  Walsall"
"4772",2012,"Walsall"," Bradfordì Place Ì Walsall"," Bradford Place  Walsall"
"4773",2012,"Walsall"," Bradfordì Place Ì Walsall"," Bradford Place  Walsall"
"4774",2012,"Walsall"," Bradfordì Place Ì Walsall"," Bradford Place  Walsall"
"4775",2012,"Walsall"," Bradfordì Place Ì Walsallì Townì Centre"," Bradford Place  Walsall Town centre"
"4776",2012,"Walsall","Bradfordì Str.","Bradford Street"
"4777",2012,"Walsall","Bradfordì Str.","Bradford Street"
"4778",2012,"Walsall","Bradfordì Str.","Bradford Street Walsall"
"4779",2012,"Walsall"," Bradfordì Str."," Bradford Street  Walsall"
"4780",2012,"Walsall"," Bradfordì Str."," Bradford Street  Walsall"
"4781",2012,"Walsall"," Bradfordì Str."," Bradford street Walsall"
"4782",2012,"Walsall","Bridgeì Str.","Bridge St"
"4783",2012,"Walsall","Bridgeì Str.","Bridge St Walsall"
"4784",2012,"Walsall","Bridgeì Str.","bridge St Walsall"
"4785",2012,"Walsall"," Bridgeì Str."," Bridge St  Walsall"
"4786",2012,"Walsall"," Bridgeì Str."," Bridge St  Walsall"
"4787",2012,"Walsall","Bridgeì Str.","Bridge street"
"4788",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4789",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4790",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4791",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4792",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4793",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4794",2012,"Walsall","Bridgeì Str.","Bridge street"
"4795",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4796",2012,"Walsall","Bridgeì Str.","Bridge Street"
"4797",2012,"Walsall","Bridgeì Str.","Bridge street"
"4798",2012,"Walsall","Bridgeì Str.","Bridge Street Walsall"
"4799",2012,"Walsall","Bridgeì Str.","bridge Street Walsall"
"4800",2012,"Walsall","Bridgeì Str.","Bridge Street Walsall"
"4801",2012,"Walsall","Bridgeì Str.","bridge street walsall"
"4802",2012,"Walsall","Bridgeì Str.","bridge Street Walsall"
"4803",2012,"Walsall","Bridgeì Str.","Bridge street walsall"
"4804",2012,"Walsall","Bridgeì Str.","BRIDGE STREET WALSALL TOWN CENTRE"
"4805",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4806",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4807",2012,"Walsall"," Bridgeì Str."," bridge street  walsall"
"4808",2012,"Walsall"," Bridgeì Str."," bridge street  walsall"
"4809",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4810",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4811",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4812",2012,"Walsall"," Bridgeì Str."," bridge street  walsall"
"4813",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4814",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4815",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4816",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4817",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4818",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4819",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4820",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4821",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4822",2012,"Walsall"," Bridgeì Str."," Bridge Street  Walsall"
"4823",2012,"Walsall"," Bridgeì Str."," Bridge Street Walsall"
"4824",2012,"Walsall"," Bridgeì Str."," Bridge Street Walsall"
"4825",2012,"Walsall"," Bridgeì Str."," Bridge street Walsall"
"4826",2012,"Walsall"," Bridgeì Str."," BRIDGE STREET WALSALL TOWN CENTRE"
"4827",2012,"Walsall","Broadì Meddowsì Rd.","Broad Meddows Road"
"4828",2012,"Walsall"," Broadwayì North Ì Walsall"," Broadway North  Walsall"
"4829",2012,"Walsall"," Busì Str."," Bus Station  St Paul s  Walsall"
"4830",2012,"Walsall"," Busì Str."," Bus Station  St Pauls  Walsall "
"4831",2012,"Walsall","Calderfieldsì Golfì Club","Calderfields Golf Club"
"4832",2012,"Walsall","Cambridgeì Ph","Cambridge PH"
"4833",2012,"Walsall"," Cambridgeì Ph Ì Arundelì Str."," Cambridge PH  Arundel St"
"4834",2012,"Walsall","Cannockì Rd.","Cannock Road"
"4835",2012,"Walsall","Cannockì Rd.","cannock Road Willenhall"
"4836",2012,"Walsall"," Carì Parkì Shireì Oakì Publicì House Ì Chesterì Rd."," Car park Shire Oak Public House  Chester Road  Brownhills"
"4837",2012,"Walsall"," Carì Park Ì Shireì Oakì Ph Ì Lichfieldì Rd"," Car Park  Shire Oak PH  Lichfield Rd"
"4838",2012,"Walsall","Castleì Str.","Castle st"
"4839",2012,"Walsall"," Cemetaryì Rd Ì Willenhall"," Cemetary Rd  Willenhall"
"4840",2012,"Walsall"," Churchì Rd."," Church Road  Pelsall"
"4841",2012,"Walsall","Churchfieldì Ave.","Churchfield avenue tipton"
"4842",2012,"Walsall","Collinwoodì Drive","Collinwood Drive"
"4843",2012,"Walsall"," Colthomì Rd."," colthom road  willenhall"
"4844",2012,"Walsall"," Coralì Bookmakers Ì Highì Str."," CORAL Bookmakers  High Street  Smethwick"
"4845",2012,"Walsall"," Coralì Bookmakers Ì Smethwickì Highì Str."," CORAL Bookmakers  Smethwick High Street "
"4846",2012,"Walsall"," Coralì Bookmakers Ì Smethwickì Highì Str."," CORAL Bookmakers  Smethwick High Street "
"4847",2012,"Walsall"," Coralì Bookmakers Ì Smethwickì Highì Str."," CORAL Bookmakers  Smethwick High Street "
"4848",2012,"Walsall"," Coralì Bookmakers Ì Smethwickì Highì Str."," CORAL Bookmakers  Smethwick High Street "
"4849",2012,"Walsall"," Coralì Bookmakers Ì Smethwickì Highì Str."," CORAL Bookmakers  Smethwick High Street "
"4850",2012,"Walsall"," Coralì Bookmakers Ì Smethwickì Highì Str."," CORAL Bookmakers  Smethwick High Street "
"4851",2012,"Walsall","Countessì Str.","Countess Street"
"4852",2012,"Walsall"," Countyì Hotel Ì Walsall"," County Hotel  Walsall"
"4853",2012,"Walsall","Crownì Wharf","Crown Wharf"
"4854",2012,"Walsall"," Crownì Wharf Ì Walsall"," Crown Wharf  Walsall"
"4855",2012,"Walsall"," Crownì Wharf Ì Walsall"," Crown Wharf  Walsall"
"4856",2012,"Walsall"," Crownì Wharf Ì Walsall"," Crown Wharf  Walsall"
"4857",2012,"Walsall"," Crownì Wharf Ì Walsall"," Crown Wharf  Walsall"
"4858",2012,"Walsall"," Crownì Wharf Ì Walsall"," Crown Wharf  Walsall"
"4859",2012,"Walsall"," Crownì Wharf Ì Walsall"," Crown Wharf  Walsall"
"4860",2012,"Walsall"," Crownì Wharf Ì Walsall"," Crown Wharf  Walsall"
"4861",2012,"Walsall","Dalkeithì Str.","Dalkeith st"
"4862",2012,"Walsall"," Darwallì Str."," Darwall Street  Walsall"
"4863",2012,"Walsall","Darwellì Str.","Darwell St Walsall"
"4864",2012,"Walsall","Darwellì Str.","Darwell street"
"4865",2012,"Walsall","Darwellì Str.","Darwell Street"
"4866",2012,"Walsall","Darwellì Str.","Darwell Street"
"4867",2012,"Walsall","Darwellì Str.","Darwell Street"
"4868",2012,"Walsall","Deansì Rd.","Deans road"
"4869",2012,"Walsall"," Dorestì Drive Ì Aldridge"," Dorest Drive  Aldridge"
"4870",2012,"Walsall","Dudleyì Port","Dudley port"
"4871",2012,"Walsall"," Ernestì Clarkì Close Ì Willenhall"," Ernest Clark Close  Willenhall"
"4872",2012,"Walsall","Fisherì Str.","Fisher st whall"
"4873",2012,"Walsall"," Florenceì Str."," Florence Street  Walsall"
"4874",2012,"Walsall","Foleyì Arms","Foley Arms"
"4875",2012,"Walsall","Foleyì Rd.","foley road west"
"4876",2012,"Walsall"," Fourì Crosses Shelfield Walsall"," Four Crosses Shelfield Walsall"
"4877",2012,"Walsall","Grangeì Crescent","Grange Crescent"
"4878",2012,"Walsall","Grangeì Crescent","Grange Crescent"
"4879",2012,"Walsall"," Greatì Arthurì Str."," Great Arthur Street  Smethwick"
"4880",2012,"Walsall","Greatì Bridgeì Rd.","great bridge road"
"4881",2012,"Walsall","Greatì Bridgeì Rd.","Great Bridge Road Moxley"
"4882",2012,"Walsall","Greenì Ln.","green lane walsall"
"4883",2012,"Walsall","Hathertonì Str.","Hatherton St walsall"
"4884",2012,"Walsall"," Hathertonì Str."," Hatherton Street  Walsall"
"4885",2012,"Walsall","Heathfieldì Ln.","heathfield lane west"
"4886",2012,"Walsall","Highì Rd.","High Road Willenhall"
"4887",2012,"Walsall","Highì Str.","High St pelsall"
"4888",2012,"Walsall","Highì Str.","High st pelsall"
"4889",2012,"Walsall","Highì Str.","High street pelsall"
"4890",2012,"Walsall","Highì Str.","high street west bromwich"
"4891",2012,"Walsall","Highì Str.","high street west bromwich"
"4892",2012,"Walsall"," Highì Str."," High Street  Pelsall"
"4893",2012,"Walsall"," Highsì Andì Lows Ì Str."," Highs and Lows  St Paul s crossing"
"4894",2012,"Walsall","Jessieì Rd.","Jessie Road"
"4895",2012,"Walsall"," Johnì Str."," John Street   Willenhall"
